title,genres,keywords,overview,movie_id,cast,crew,revenue,vote_average,vote_count,popularity
lincoln,"history,drama",usa president speech battlefield family conflict mourning american civil war cultural conflict based on true events battle of gettysburg secession presidential cabinet gettysburg address conflagration ethical dilemma emancipation abraham lincoln,"a revealing drama that focus on the 16th president 's tumultuous final month in office . in a nation divided by war and the strong wind of change , lincoln pursues a course of action designed to end the war , unite the country and abolish slavery . with the moral courage and fierce determination to succeed , his choice during this critical moment will change the fate of generation to come .",72976,"['Daniel_Day-Lewis', 'Sally_Field', 'David_Strathairn', 'Joseph_Gordon-Levitt', 'James_Spader']",['Steven_Spielberg'],low revenue,6.7,low voted,low popularity
the matrix,"action,science fiction",saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk woman director messiah gnosticism,"set in the 22nd century , the matrix tell the story of a computer hacker who join a group of underground insurgent fighting the vast and powerful computer who now rule the earth .",603,"['Keanu_Reeves', 'Laurence_Fishburne', 'Carrie-Anne_Moss', 'Hugo_Weaving', 'Gloria_Foster']","['Lilly_Wachowski', 'Lana_Wachowski']",low revenue,7.9,average voted,low popularity
apollo 13,drama,moon florida nasa spaceman race against time houston based on true story space rescue survival disaster explosion astronaut imax saturn v rocket courage hypothermia apollo program cape kennedy lunar mission spacecraft accident,"the true story of technical trouble that scuttle the apollo 13 lunar mission in 1971 , risking the life of astronaut jim lovell and his crew , with the failed journey turning into a thrilling saga of heroism . drifting more than 200,000 mile from earth , the astronaut work furiously with the ground crew to avert tragedy .",568,"['Tom_Hanks', 'Bill_Paxton', 'Kevin_Bacon', 'Gary_Sinise', 'Ed_Harris']",['Ron_Howard'],low revenue,7.3,low voted,low popularity
the santa clause 2,"fantasy,comedy,family",holiday christmas party home santa claus magic toy wish son sequel saving christmas christmas,"better watch out ! the big guy in red is coming to town once again . this time , scott calvin -- also known a santa claus -- find out there 's an obscure clause in his contract requiring him to take on a wife . he ha to leave the north pole to fulfill his obligation , or else he 'll be forced to give up his yuletide gig .",9021,"['Tim_Allen', 'Elizabeth_Mitchell', 'David_Krumholtz', 'Eric_Lloyd', 'Spencer_Breslin']",['Michael_Lembeck'],low revenue,5.5,low voted,low popularity
les misérables,"drama,music,romance",france robbery brothel mayor star musical arrest army rebellion wedding falling in love corpse parole convict girl disguised as boy,"an adaptation of the successful stage musical based on victor hugo 's classic novel set in 19th-century france , in which a paroled prisoner named jean valjean seek redemption .",82695,"['Hugh_Jackman', 'Russell_Crowe', 'Anne_Hathaway', 'Amanda_Seyfried', 'Sacha_Baron_Cohen']",['Tom_Hooper'],low revenue,7.1,low voted,low popularity
you've got mail,"comedy,romance",romantic comedy online dating woman director,"book superstore magnate , joe fox and independent book shop owner , kathleen kelly fall in love in the anonymity of the internet – both blissfully unaware that he 's putting her out of business .",9489,"['Tom_Hanks', 'Meg_Ryan', 'Katie_Sagona', 'Greg_Kinnear', 'Parker_Posey']",['Nora_Ephron'],low revenue,6.3,low voted,low popularity
step brothers,comedy,becoming an adult autonomy childhood trauma hostility step brother slacker man child aftercreditsstinger duringcreditsstinger,"brennan huff and dale doback might be grown men . but that doe n't stop them from living at home and turning into jealous , competitive stepbrother when their single parent marry . brennan 's constant competition with dale strain his mom 's marriage to dale 's dad , leaving everyone to wonder whether they 'll ever see eye to eye .",12133,"['Will_Ferrell', 'John_C._Reilly', 'Mary_Steenburgen', 'Richard_Jenkins', 'Adam_Scott']",['Adam_McKay'],low revenue,6.5,low voted,low popularity
the mask of zorro,"action,adventure",california spy hero horseback riding sword fight revenge,"it ha been twenty year since don diego de la vega fought spanish oppression in alta california a the legendary romantic hero , zorro . having escaped from prison he transforms troubled bandit alejandro into his successor , in order to foil the plan of the tyrannical don rafael montero who robbed him of his freedom , his wife and his precious daughter .",9342,"['Antonio_Banderas', 'Anthony_Hopkins', 'Catherine_Zeta-Jones', 'Stuart_Wilson', 'Diego_Sieres']",['Martin_Campbell'],low revenue,6.3,low voted,low popularity
due date,"comedy,drama",highway slacker hitchhiker wallet sunglasses rest stop vicodin waffle,"peter highman must scramble across the u in five day to be present for the birth of his first child . he get off to a bad start when his wallet and luggage are stolen , and put on the 'no-fly ' list . peter embarks on a terrifying journey when he accepts a ride from an actor .",41733,"['Robert_Downey_Jr.', 'Zach_Galifianakis', 'Michelle_Monaghan', 'Jamie_Foxx', 'Juliette_Lewis']",['Todd_Phillips'],low revenue,6.2,low voted,low popularity
unbroken,"drama,war",world war ii prisoners of war biography sport war athlete woman director olympic athlete,"a chronicle of the life of louis zamperini , an olympic runner who wa taken prisoner by japanese force during world war ii .",227306,"[""Jack_O'Connell"", 'Domhnall_Gleeson', 'Garrett_Hedlund', 'Miyavi', 'Finn_Wittrock']",['Angelina_Jolie'],low revenue,7.3,low voted,low popularity
space cowboys,"action,adventure,thriller",nasa space travel astronaut elderly,"frank corvin , ‘ hawk ’ hawkins , jerry o'neill and ‘ tank ’ sullivan were hotdog member of project daedalus , the air force 's test program for space travel , but their hope were dashed in 1958 with the formation of nasa and the use of trained chimp . they blackmail their way into orbit when russia 's mysterious ‘ ikon ’ communication satellite 's orbit begin to degrade and threatens to crash to earth .",5551,"['Clint_Eastwood', 'Tommy_Lee_Jones', 'Donald_Sutherland', 'James_Garner', 'James_Cromwell']",['Clint_Eastwood'],low revenue,6.3,low voted,low popularity
cliffhanger,"action,adventure,thriller",rocky mountains airplane hijacking suitcase climbing heist money snow mountain climbing mountain,"a year after losing his friend in a tragic 4,000-foot fall , former ranger gabe walker and his partner , hal , are called to return to the same peak to rescue a group of stranded climber , only to learn the climber are actually thieving hijacker who are looking for box full of money .",9350,"['Sylvester_Stallone', 'John_Lithgow', 'Michael_Rooker', 'Janine_Turner', 'Rex_Linn']",['Renny_Harlin'],low revenue,6.1,low voted,low popularity
broken arrow,"action,adventure,drama",helicopter river captain underground mexican standoff countdown pilot fistfight canyon major betrayal gunfight train explosion park ranger desert military nuclear device boxing stealth aircraft abandoned mine humvee,"when rogue stealth-fighter pilot vic deakins deliberately drop off the radar while on maneuver , the air force end up with two stolen nuclear warhead -- and deakins 's co-pilot , riley hale , is the military 's only hope for getting them back . traversing the deserted canyon of utah , hale team with park ranger terry carmichael to put deakins back in his box .",9208,"['John_Travolta', 'Christian_Slater', 'Samantha_Mathis', 'Delroy_Lindo', 'Bob_Gunton']",['John_Woo'],low revenue,5.7,low voted,low popularity
the kid,"fantasy,comedy,family",age difference midlife crisis suppressed past self-awareness childhood memory humor changing the past or future,"powerful businessman rus duritz is self-absorbed and immersed in his work . but by the magic of the moon , he meet rusty , a chubby , charming 8-year-old version of himself who ca n't believe he could turn out so badly -- with no life and no dog . with rusty 's help , rus is able to reconcile the person he used to dream of being with the man he 's actually become .",4244,"['Bruce_Willis', 'Spencer_Breslin', 'Emily_Mortimer', 'Lily_Tomlin', 'Chi_McBride']",['Jon_Turteltaub'],low revenue,6.0,low voted,low popularity
world trade center,"drama,history,thriller",terror runaway alarm clock hero firemen fire engine war on terror rescue marine hospital trapped rubble rescue team,"on september , 11th 2001 , after the terrorist attack to the world trade center , the building collapse over the rescue team from the port authority police department . will jimeno and his sergeant john mcloughlin are found alive trapped under the wreckage while the rescue team fight to save them .",1852,"['Nicolas_Cage', 'Maria_Bello', 'Maggie_Gyllenhaal', 'Michael_Peña', 'Jay_Hernandez']",['Oliver_Stone'],low revenue,5.9,low voted,low popularity
mona lisa smile,"drama,romance",faculty art history rowing school nurse femininity teacher hero womens issues,"the story of katherine ann watson , a feminist teacher who studied at ucla graduate school and in 1953 left her boyfriend behind in los angeles , california to teach at wellesley college , a conservative woman 's private liberal art college in massachusetts , united state .",11820,"['Julia_Roberts', 'Kirsten_Dunst', 'Julia_Stiles', 'Maggie_Gyllenhaal', 'Ginnifer_Goodwin']",['Mike_Newell'],low revenue,6.5,low voted,low popularity
the dictator,comedy,kurdish,the heroic story of a dictator who risk his life to ensure that democracy would never come to the country he so lovingly oppressed .,76493,"['Sacha_Baron_Cohen', 'Sayed_Badreya', 'Aasif_Mandvi', 'Megan_Fox', 'Anna_Faris']",['Larry_Charles'],low revenue,5.9,low voted,low popularity
eyes wide shut,"mystery,drama",life and death sexual obsession free love heterosexual christmas party eroticism orgy masked ball marijuana illegal prostitution,"after dr. bill hartford 's wife , alice , admits to having sexual fantasy about a man she met , bill becomes obsessed with having a sexual encounter . he discovers an underground sexual group and attends one of their meeting -- and quickly discovers that he is in over his head .",345,"['Tom_Cruise', 'Nicole_Kidman', 'Madison_Eginton', 'Jackie_Sawiris', 'Sydney_Pollack']",['Stanley_Kubrick'],low revenue,7.1,low voted,low popularity
